,Adj Close,Predict_close
2018-02-08,27.717697143554688,0.0008566857
2018-02-13,28.79739570617676,0.0028690002
2018-02-16,29.88533973693848,0.0033036175
2018-02-23,29.88533973693848,0.0028248536
2018-02-27,30.330398559570312,0.0008685147
2018-03-06,29.572134017944336,-0.00027080343
2018-03-07,29.61335182189941,-0.00037964093
2018-03-08,30.083147048950195,0.00022599498
2018-03-13,30.28919219970703,0.001451601
2018-03-21,29.893579483032227,0.00026836878
2018-03-22,29.341365814208984,4.977723e-05
2018-03-23,28.42650604248047,0.0018299845
2018-03-26,28.879817962646484,0.004393188
2018-04-09,29.22597885131836,0.005873779
2018-04-13,29.934776306152344,0.0035925643
2018-04-17,29.943025588989254,0.0012084611
2018-04-18,30.074899673461918,0.0005963998
2018-04-20,30.190290451049805,-0.0015055531
2018-04-24,30.5446891784668,-0.0024270783
2018-04-27,30.495237350463867,-0.0027480223
2018-04-30,30.173803329467773,-0.0024197919
2018-05-02,28.756183624267575,-0.0018375908
2018-05-03,28.649036407470703,-0.0022906726
2018-05-09,28.986957550048828,-0.0021745772
2018-05-10,29.16172790527344,-0.0015168953
2018-05-11,29.54456329345703,-2.4259423e-05
2018-05-14,29.84417152404785,7.6269396e-05
2018-05-18,29.661073684692383,-0.0024471744
2018-05-22,29.727657318115234,0.0006478653
2018-06-05,30.32686996459961,0.00083214336
2018-06-11,30.210351943969727,-0.0022713407
2018-06-12,30.210351943969727,-0.0054216585
2018-06-18,30.093843460083008,-0.00595163
2018-06-19,30.143779754638672,-0.0025458694
2018-07-03,30.25196647644043,-0.002288993
2018-07-06,30.88447380065918,-0.0006694038
2018-07-09,30.926084518432617,0.0009404874
2018-07-11,30.96769523620605,0.00035819135
2018-07-12,31.22569465637207,-0.00016217386
2018-07-13,31.234020233154297,0.00052204024
2018-07-23,30.96769523620605,0.004006264
2018-07-24,31.3754940032959,0.008806144
2018-07-25,31.616851806640625,0.012472475
2018-07-26,31.758323669433597,0.0055506015
2018-07-30,32.11619186401367,0.0016973078
2018-08-02,33.279335021972656,-0.0009312463
2018-08-06,34.44600296020508,-0.0018825083
2018-08-07,34.278133392333984,-0.002466354
2018-08-10,34.35367965698242,-0.0020797958
2018-08-15,34.54672622680664,-0.0018661221
2018-08-22,35.31051254272461,0.00016314177
2018-08-31,34.84888458251953,0.0043712757
2018-09-07,35.41963195800781,0.015602028
2018-09-11,35.51195526123047,0.010734399
2018-09-14,36.05752182006836,0.006543327
2018-09-19,36.30931854248047,0.0010233934
2018-09-28,36.98917007446289,-0.0012647383
2018-10-01,37.15703201293945,-0.0013275776
2018-10-02,37.11506652832031,-0.0012643406
2018-10-04,37.5179443359375,-0.00061403925
2018-10-09,38.16422653198242,0.0017133127
2018-10-10,37.35847091674805,0.008028125
2018-10-12,36.74575805664063,0.011002492
2018-10-17,37.40883255004883,0.0047713057
2018-10-19,37.35008239746094,0.0041182754
2018-10-23,37.01434326171875,0.0016035906
2018-10-25,36.43522262573242,-0.00057551905
2018-10-26,35.75536346435547,-0.002206556
2018-11-01,36.65343475341797,-0.0034761461
2018-11-06,36.09947967529297,-0.0017355181
2018-11-13,36.80941009521485,0.00071908406
2018-11-16,36.80095291137695,-0.00063934
2018-11-23,36.48800277709961,0.0006649605
2018-11-26,36.65716171264648,0.0019115892
2018-11-28,37.97663116455078,5.4429303e-05
2018-11-30,39.10154342651367,-5.525171e-06
2018-12-03,38.89855194091797,-0.0011048935
2018-12-10,37.55371856689453,0.00017833222
2018-12-18,35.86210632324219,0.0014372054
2018-12-27,36.24272155761719,0.00076773996
2019-01-02,36.58103942871094,0.00207915
2019-01-04,36.369590759277344,0.0018250879
2019-01-08,36.73329544067383,0.00023167489
2019-01-11,36.268096923828125,-0.00078121026
2019-01-14,35.83673858642578,-0.001629575
2019-01-16,35.616825103759766,-0.00067224365
2019-01-17,35.92131423950195,0.00047709854
2019-01-18,35.972068786621094,0.0014555949
2019-01-22,35.752159118652344,0.0024580956
2019-01-25,34.373497009277344,0.0029655255
2019-01-28,33.43466567993164,0.0019188023
2019-01-29,34.48344802856445,0.0050142137
2019-02-01,36.5848503112793,0.004239046
2019-02-04,36.20944595336914,-0.00012701841
2019-02-06,36.11559295654297,-0.0016241401
2019-02-07,35.578086853027344,-0.001468551
2019-02-13,35.578086853027344,-0.0020007552
2019-02-15,36.175323486328125,-0.001437829
2019-02-19,36.345951080322266,0.00076492346
2019-03-04,36.74695587158203,0.00077629864
2019-03-20,35.97907638549805,0.0020583295
2019-03-22,35.706058502197266,0.004852241
2019-03-29,36.23504257202149,0.0022141095
2019-04-08,36.80667495727539,7.145865e-05
2019-04-12,35.586612701416016,-0.0017406204
2019-04-17,34.025272369384766,-0.00083574175
2019-04-18,33.59868621826172,-0.0010266419
2019-04-23,33.6328125,-0.0018643389
2019-04-24,33.590145111083984,-0.003457752
2019-04-26,34.102054595947266,0.0070739086
2019-05-01,34.78461456298828,0.008215285
2019-05-02,34.989383697509766,0.005716894
2019-05-07,34.835811614990234,0.0032768704
2019-05-10,35.05009841918945,-0.0015462184
2019-05-16,35.841983795166016,-0.00042992536
2019-05-17,35.69565963745117,4.984126e-05
2019-05-20,35.79894256591797,-0.002836566
2019-05-21,35.86780548095703,-0.0041388236
2019-05-22,36.14325714111328,-0.002030614
2019-05-23,36.083003997802734,-0.0025511393
2019-05-24,36.10881805419922,0.001252459
2019-05-30,36.06578826904297,-0.0013375202
2019-05-31,35.73869705200195,0.00015298605
2019-06-03,36.083003997802734,0.0038830063
2019-06-05,36.56501770019531,0.0026124108
2019-06-06,36.762996673583984,0.0030619318
2019-06-07,36.94375991821289,0.0019211087
2019-06-10,37.07286834716797,-0.0011228645
2019-06-13,36.58224105834961,-0.0037680133
2019-06-18,37.07286834716797,-0.0041144453
2019-06-25,37.66679382324219,-0.004000944
2019-06-26,37.004005432128906,-0.0029589161
2019-06-28,37.288063049316406,-0.0036848797
2019-07-09,37.33110046386719,-0.002434263
2019-07-12,36.49616241455078,-0.005401791
2019-07-26,37.090087890625,-0.0076142745
2019-08-02,33.014835357666016,-0.013532547
2019-08-07,31.78112030029297,-0.010753164
2019-08-23,29.83498191833496,-0.00563922
2019-08-27,29.83498191833496,-0.0021387027
2019-08-28,30.477903366088867,0.00940857
2019-08-29,30.69510841369629,0.007429389
2019-08-30,30.886240005493164,0.0089696925
2019-09-03,31.3814697265625,0.016927117
2019-09-10,32.476165771484375,0.013087019
2019-09-24,31.285898208618164,0.0053827153
2019-09-25,31.190332412719727,0.0030449745
2019-10-02,30.14775276184082,0.00055892917
2019-10-04,31.21639633178711,-0.001411864
2019-10-09,31.00787925720215,-0.0015509551
2019-10-14,31.5378532409668,-0.0007006441
2019-10-21,31.676862716674805,-0.0013790618
2019-10-23,31.946191787719727,0.0012476548
2019-10-25,31.946191787719727,0.0011747256
2019-10-28,32.38928985595703,0.0008301572
2019-10-29,33.19729232788086,-4.1772593e-05
2019-11-01,33.35367202758789,-0.00039191436
2019-11-05,32.563045501708984,-9.828362e-05
2019-11-06,32.675994873046875,0.0031466535
2019-11-12,32.430381774902344,0.0063796416
2019-11-13,32.105812072753906,0.006726385
2019-11-14,32.06195068359375,0.0076544546
2019-11-15,32.70231246948242,0.00917842
2019-12-02,33.58829116821289,0.005370421
2019-12-05,33.36021423339844,0.0022457663
2019-12-06,33.58829116821289,-0.00029750422
2019-12-13,33.623374938964844,-0.0007468796
2019-12-18,34.11461639404297,-0.0015913629
2019-12-19,34.184791564941406,-0.006123876
2019-12-23,34.4918212890625,-0.009120422
2019-12-24,34.46549987792969,-0.0038275858
2019-12-26,34.54445266723633,-0.00018924823
2019-12-27,34.4918212890625,0.0015562378
2019-12-31,34.36900329589844,0.0018290719
2020-01-02,34.333919525146484,-0.0006431785
2020-01-06,34.10585021972656,-0.0035955496
2020-01-07,33.9918098449707,-0.00450987
2020-01-08,34.26374053955078,-0.0011273493
2020-01-13,34.57076644897461,0.0033397442
2020-01-14,35.14972686767578,0.0032463965
2020-01-15,35.676048278808594,0.0013666125
2020-01-17,35.53569412231445,0.00130062
2020-01-22,35.25498580932617,-0.0008689946
2020-01-24,34.930423736572266,-0.002919179
2020-02-05,33.82505798339844,-0.003687282
2020-02-06,33.904808044433594,-0.0031608548
2020-02-12,33.44400405883789,-0.008281365
2020-02-13,32.7262077331543,-0.010574546
2020-02-18,32.185646057128906,-0.009856287
2020-02-19,32.105892181396484,-0.005900571
2020-02-24,30.723468780517575,-0.0007598171
2020-02-26,30.767778396606445,0.0016667396
2020-02-27,30.21835327148437,-0.00025675373
2020-02-28,29.61575698852539,0.0013742946
2020-03-02,30.909563064575195,0.0021570576
2020-03-05,31.42354202270508,-0.00014087265
2020-03-06,31.033626556396484,0.0023573413
2020-03-10,30.652570724487305,0.01367643
2020-03-13,28.98657989501953,0.040280413
2020-03-16,26.74457359313965,-0.039903145
2020-03-17,28.499187469482425,0.02014947
2020-03-18,28.67641830444336,-0.0040487484
2020-03-19,26.957252502441406,-0.0089430455
2020-03-20,25.70775413513184,-0.0057028956
2020-03-24,26.319211959838867,-0.001291036
2020-03-26,28.135854721069336,0.0102601005
2020-03-27,27.382614135742188,0.019767184
2020-03-30,28.95113182067871,0.012410695
2020-03-31,28.924545288085938,0.008914056
2020-04-01,28.135854721069336,0.002423344
2020-04-03,29.81071662902832,-0.0015364293
2020-04-07,29.784128189086918,-0.0017173613
2020-04-08,30.661436080932617,-0.002573425
2020-04-09,31.36151123046875,0.002466184
2020-04-13,31.13996315002441,0.008237853
2020-04-22,32.12360763549805,0.008681899
2020-04-24,33.12498474121094,0.0056740693
2020-04-27,33.96684265136719,0.0038873202
2020-04-28,33.59465026855469,0.0026705123
2020-04-29,33.78075408935547,-0.0029672594
2020-05-01,33.35538864135742,-0.010832867
2020-05-04,33.33766555786133,-0.011437946
2020-05-05,34.12636184692383,-0.0017749529
2020-05-07,33.079200744628906,-0.013897928
2020-05-08,33.31190490722656,0.0025877333
2020-05-11,34.09950256347656,0.017333971
2020-05-14,33.93840789794922,0.009270199
2020-05-15,33.795204162597656,-0.00010867043
2020-05-18,34.072654724121094,0.0027119503
2020-05-19,33.723609924316406,-0.006246641
2020-05-20,33.67885208129883,-0.0035332236
2020-05-21,33.34770584106445,0.0006132844
2020-05-22,33.562503814697266,0.0042551416
2020-05-26,33.55355453491211,0.0015726503
2020-05-27,33.481956481933594,-0.0055255275
2020-05-29,34.180057525634766,0.003151912
2020-06-03,32.36320495605469,-0.0024461122
2020-06-04,32.22895050048828,0.001886779
2020-06-12,30.20625686645508,-4.2371434e-05
2020-06-15,29.857202529907227,-0.00509257
2020-06-16,29.89300346374512,0.0006462073
2020-06-19,29.910903930664062,-0.0044355923
2020-06-24,28.8100528717041,0.0031358812
2020-06-29,29.212804794311523,0.006438012
2020-06-30,29.26650619506836,0.0037159428
2020-07-01,30.19730758666992,0.006772061
2020-07-02,30.886455535888672,0.0058005713
2020-07-07,30.45685577392578,0.004498417
2020-07-08,30.20625686645508,-0.0028738244
2020-07-09,29.946704864501957,0.0010337114
2020-07-10,30.277854919433597,0.001928078
2020-07-13,31.51295661926269,0.00910902
2020-07-14,31.53085708618164,0.007471787
2020-07-16,31.86200523376465,0.002791017
2020-07-17,32.443748474121094,0.007582427
2020-07-20,32.667503356933594,0.008182397
2020-07-21,32.83755111694336,0.010357353
2020-07-22,34.511207580566406,0.009103503
2020-07-23,34.376953125,-0.00019068013
2020-07-24,33.70570373535156,-0.007936463
2020-07-27,33.59830474853516,0.0015714313
2020-07-28,34.92290496826172,0.017579656
2020-07-29,35.1377067565918,0.012247186
2020-07-30,35.01118087768555,0.004277875
2020-08-03,34.658721923828125,-0.001716066
2020-08-05,34.74909591674805,-0.0052097905
2020-08-07,34.74909591674805,-0.0073792804
2020-08-10,34.69486999511719,-0.004922893
2020-08-11,34.152618408203125,-0.0015091364
2020-08-12,34.64064407348633,0.002347916
2020-08-14,34.39663314819336,0.0009969535
2020-08-17,34.658721923828125,0.0047374796
2020-08-18,34.667762756347656,0.0024774442
2020-08-19,34.5773811340332,0.007215012
2020-08-20,34.99310302734375,-0.00025102295
2020-08-24,35.10155487060547,-0.0048293183
2020-08-25,34.71294021606445,-0.008614181
2020-08-26,34.387596130371094,-0.008508923
2020-08-27,34.21588516235352,-0.0058153654
2020-08-28,34.261070251464844,-0.0022954496
2020-09-01,33.3302116394043,-0.0015889177
2020-09-03,32.89641189575195,-0.002000069
2020-09-04,32.86026763916016,-0.0024556885
2020-09-08,32.471649169921875,6.15687e-05
2020-09-09,32.69758987426758,0.00040401603
2020-09-10,32.21860122680664,-0.0014072756
2020-09-11,32.598175048828125,-0.0024270858
2020-09-14,33.447696685791016,0.0043769674
2020-09-15,33.40251159667969,-0.0036500664
2020-09-16,33.23983383178711,-0.005755956
2020-09-17,33.27598571777344,-0.0056921225
2020-09-18,33.10427474975586,-0.00423813
2020-09-21,32.5529899597168,-0.0012684561
2020-09-22,32.76084899902344,-5.630914e-05
2020-09-23,32.534908294677734,-0.0005583934
2020-09-24,32.31800842285156,0.0019167165
2020-09-25,32.58010482788086,0.0134294685
2020-09-28,32.88737106323242,0.015301312
2020-09-29,32.68854904174805,0.0038199949
2020-09-30,33.16753005981445,0.0010215077
2020-10-01,32.86929702758789,-0.0036453754
2020-10-02,32.87833404541016,-0.0044153347
2020-10-05,33.21272277832031,0.016272135
2020-10-06,32.68854904174805,-0.00062226097
2020-10-07,32.95967102050781,-0.00023095995
2020-10-08,33.33925247192383,0.0037466316
2020-10-14,33.312137603759766,0.009656853
2020-10-15,33.0319709777832,0.012153767
2020-10-16,34.297218322753906,0.011511573
2020-10-19,34.16165542602539,-0.006177448
2020-10-20,33.881492614746094,-0.0096628545
2020-10-21,33.51095962524414,0.0053737597
2020-10-22,33.827274322509766,0.0151340375
2020-10-23,34.50508117675781,0.014754713
2020-10-26,34.27010726928711,0.00018310153
2020-10-27,33.827274322509766,-0.013742508
2020-10-28,32.03784942626953,-0.02932293
2020-10-30,32.064964294433594,0.0056479787
2020-11-02,32.74277114868164,0.015232816
2020-11-03,32.706626892089844,0.00949569
2020-11-04,33.736900329589844,0.009300814
2020-11-05,33.22559356689453,-0.0037196917
2020-11-06,33.23472213745117,0.014071519
2020-11-09,35.79124069213867,0.069757774
2020-11-10,35.31645584106445,-0.006357506
2020-11-11,35.15211486816406,-0.011011114
2020-11-12,34.28472137451172,-0.008501601
2020-11-13,35.26167297363281,-0.0048581897
2020-11-16,34.08385467529297,-0.008477832
2020-11-17,34.68295669555664,0.003154091
2020-11-18,34.95241165161133,-0.004723652
2020-11-19,34.827301025390625,-0.0014009181
2020-11-20,35.31809997558594,0.0027855262
2020-11-23,35.14487838745117,-0.004012274
2020-11-24,35.221866607666016,0.002615949
2020-11-25,35.154502868652344,0.0048913527
2020-11-27,35.82814407348633,0.011760877
2020-11-30,36.86748123168945,0.017905366
2020-12-01,37.92605972290039,0.026201075
2020-12-02,39.26371765136719,0.022537217
2020-12-03,38.58045196533203,0.0034157713
2020-12-04,38.82104110717773,-0.00094540894
2020-12-07,39.696773529052734,0.018453889
2020-12-08,40.95745086669922,0.028715648
2020-12-09,40.27418518066406,0.002903973
2020-12-10,40.1587028503418,-0.0077810595
2020-12-11,39.57167053222656,-0.014973428
2020-12-14,37.73359298706055,-0.029944856
2020-12-15,37.25241470336914,-0.014288899
2020-12-16,36.41517639160156,-0.011788835
2020-12-17,36.59801864624024,-0.0022556195
2020-12-18,36.26120376586914,-0.0039993958
2020-12-21,35.972496032714844,-0.00602286
2020-12-22,35.356597900390625,-0.015196262
2020-12-23,36.030235290527344,0.013198102
2020-12-24,35.86663818359375,-0.004743371
2020-12-28,35.4335823059082,-0.014830014
2020-12-29,35.65492248535156,0.002544754
2020-12-30,35.356597900390625,-0.006133436
2020-12-31,35.4239616394043,-0.00042889194
2021-01-04,35.4239616394043,0.00044499445
2021-01-05,35.78965377807617,0.0065772724
2021-01-06,35.4817008972168,-0.008337234
2021-01-07,35.664546966552734,0.004036044
2021-01-08,35.73190689086914,0.0018368637
2021-01-11,36.34781265258789,0.009103424
2021-01-12,35.780029296875,-0.012619449
2021-01-13,35.472076416015625,-0.008016247
2021-01-14,35.36621856689453,-0.0024925866
2021-01-15,35.31809997558594,-0.0018768847
2021-01-19,35.34696960449219,0.008248443
2021-01-20,35.12562942504883,-0.0052386555
2021-01-21,35.106388092041016,-0.004887625
2021-01-22,35.17374801635742,0.0013915945
2021-01-25,35.87626266479492,0.016972918
2021-01-26,35.90513610839844,0.001144959
2021-01-27,34.875423431396484,-0.023516467
2021-01-28,34.885154724121094,0.004843728
2021-01-29,34.92406463623047,0.002235985
2021-02-01,34.8267822265625,0.0005065379
2021-02-02,34.0388069152832,-0.021425465
2021-02-03,33.89288330078125,-0.002489667
2021-02-04,33.94152069091797,0.001919967
2021-02-05,33.970703125,0.0013014452
2021-02-08,33.8734245300293,-0.004123884
2021-02-09,34.01934814453125,0.0027973067
2021-02-10,33.79560089111328,-0.007328391
2021-02-11,33.49402618408203,-0.0110154385
2021-02-12,33.776145935058594,0.0032205642
2021-02-16,33.7469596862793,-0.0072315186
2021-02-17,33.94152069091797,0.0005768007
2021-02-18,33.6204948425293,-0.0045557953
2021-02-19,33.503753662109375,0.0018717689
2021-02-22,33.32864761352539,-0.0070771286
2021-02-23,32.988162994384766,-0.00917817
2021-02-24,32.83251190185547,-0.0075079
2021-02-25,32.900611877441406,0.0005671931
2021-02-26,32.57958221435547,-0.010040459
2021-03-01,32.774139404296875,0.008577521
2021-03-02,32.59903717041016,-0.0041767443
2021-03-03,33.45511245727539,0.022294978
2021-03-04,33.27028274536133,0.001605205
