Date,High,Low,Adj Close,Daily Return,Predict_close
2021-01-06,37.47999954223633,36.77000045776367,35.4817008972168,-0.0086045224904639,0.0007680155
2021-01-07,37.150001525878906,36.66999816894531,35.664546966552734,0.005153249836179,0.00096986163
2021-01-08,37.52999877929688,36.900001525878906,35.73190689086914,0.0018887082563976,0.0012634092
2021-01-11,37.83000183105469,37.150001525878906,36.34781265258789,0.0172368567846048,0.0015107958
2021-01-12,37.790000915527344,36.81999969482422,35.780029296875,-0.0156208397225924,0.002070755
2021-01-13,37.16999816894531,36.63999938964844,35.472076416015625,-0.0086068370236429,0.002036378
2021-01-14,36.959999084472656,36.61000061035156,35.36621856689453,-0.002984258600472,0.001778731
2021-01-15,36.77999877929688,36.400001525878906,35.31809997558594,-0.0013605806121901,0.0015283138
2021-01-19,37.0,36.619998931884766,35.34696960449219,0.000817417384463,0.001346152
2021-01-20,36.810001373291016,36.459999084472656,35.12562942504883,-0.0062619280215532,0.0012643122
2021-01-21,36.59000015258789,36.150001525878906,35.106388092041016,-0.0005477861414232,0.0010927821
2021-01-22,36.83000183105469,36.25,35.17374801635742,0.0019187369586357,0.0010083439
2021-01-25,37.290000915527344,36.31999969482422,35.87626266479492,0.0199726980505687,0.0010323939
2021-01-26,37.59999847412109,37.15999984741211,35.90513610839844,0.0008048063387564,0.0015475827
2021-01-27,37.040000915527344,36.16999816894531,34.875423431396484,-0.0286787013950657,0.0019014021
2021-01-28,36.33000183105469,35.84000015258789,34.885154724121094,0.0002790300953263,0.0014408008
2021-01-29,36.880001068115234,35.619998931884766,34.92406463623047,0.0011153716363616,0.0011599681
2021-02-01,36.18999862670898,35.720001220703125,34.8267822265625,-0.002785540877938,0.0010215628
2021-02-02,35.779998779296875,34.27000045776367,34.0388069152832,-0.022625555991742,0.0009275733
2021-02-03,35.290000915527344,34.779998779296875,33.89288330078125,-0.0042869779444717,0.000398401
2021-02-04,35.08000183105469,34.70000076293945,33.94152069091797,0.0014350325319061,4.0420924e-05
