Date,neg,neu,pos,compound
2020-05-15,0.0,0.8320000000000001,0.16799999999999998,0.39482
2020-05-18,0.042666666666666665,0.888,0.06899999999999999,0.1441
2020-05-19,0.0,0.8295,0.17049999999999998,0.7902
2020-05-20,0.13040000000000002,0.7582,0.11139999999999999,0.22554
2020-05-21,0.0,0.7,0.3,0.8658
2020-05-22,0.03383333333333333,0.9081666666666667,0.057999999999999996,0.14318333333333333
2020-05-26,0.0322,0.8614,0.10640000000000001,0.30658
2020-05-27,0.08116666666666666,0.8223333333333334,0.09633333333333333,0.2783333333333334
2020-05-28,0.292,0.708,0.0,-0.5106
2020-05-29,0.0216,0.8692,0.1092,0.3665
2020-06-01,0.0675,0.8685,0.064,-0.0258
2020-06-02,0.0,0.638,0.362,0.1779
2020-06-03,0.035,0.8614999999999999,0.10400000000000001,0.37595
2020-06-04,0.052,0.818,0.129,0.3291
2020-06-05,0.11266666666666665,0.7966666666666667,0.09066666666666667,-0.1065
2020-06-09,0.0,0.945,0.055,0.128
2020-06-11,0.0,1.0,0.0,0.0
2020-06-12,0.0,0.956,0.044,0.1909
2020-06-15,0.0073999999999999995,0.873,0.1196,0.49132
2020-06-16,0.0,0.944,0.056,0.24975
2020-06-19,0.0,0.734,0.266,0.8957
2020-06-24,0.104,0.758,0.138,0.2732
2020-06-25,0.0,1.0,0.0,0.0
2020-06-29,0.1365,0.7645,0.099,-0.011850000000000027
